pseudoid,group,session,category,wordcode,language,stimulus,meaning,value,response,grade
19890321POCC,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19890429RSPO,EB,matlab,1,gm1nu4,gujarati,ghanda,big,good,big,1
19890517AGRG,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19891130ARMR,SC,matlab,1,gm1nu4,gujarati,ghanda,big,good,small,0
19891214ATBS,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19900126MRTV,SC,matlab,1,gm1nu4,gujarati,ghanda,big,good,big,1
19900609ANDL,EB,matlab,1,gm1nu4,gujarati,ghanda,big,good,big,1
19901209MRLC,SC,matlab,1,gm1nu4,gujarati,ghanda,big,good,big,1
19910714AGLO,EB,matlab,1,gm1nu4,gujarati,ghanda,big,good,small,0
19910811ARBL,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19911015RTFA,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19920128SMBT,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19920717LOMN,SC,matlab,1,gm1nu4,gujarati,ghanda,big,good,small,0
19921108GBCC,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19921118GOFT,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19930318ANMS,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19930322ATBA,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,small,0
19940921BRFL,SC,matlab,1,gm1nu4,gujarati,ghanda,big,good,big,1
19960222ANGL,EB,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19961014GOPA,SC,gorilla,1,gm1nu4,gujarati,ghanda,big,good,big,1
19640823GUBG,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19661130POST,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19670526ILPN,SC,matlab,1,gm1nu7,gujarati,nana,small,good,big,0
19670618TSNL,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19680710MDNC,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19690929DADI,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19720428VLML,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19720829RNGA,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19730317NDGA,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19790108PTCC,EB,matlab,1,gm1nu7,gujarati,nana,small,good,big,0
19810605PTCN,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19810729MRBR,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19810809SLCS,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19811112MRLM,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19820723CICS,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19830606MRZN,SC,matlab,1,gm1nu7,gujarati,nana,small,good,big,0
19850724IDCV,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19851030GBGL,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19860126GOAR,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19861002MLCP,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19861221LIMZ,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19870129LCMR,EB,matlab,1,gm1nu7,gujarati,nana,small,good,big,0
19870513RNGA,EB,matlab,1,gm1nu7,gujarati,nana,small,good,big,0
19880218PTFR,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19880701PTCR,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19890126ARPS,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19890321POCC,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19890429RSPO,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19890517AGRG,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19891130ARMR,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19891214ATBS,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19900126MRTV,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19900609ANDL,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19901209MRLC,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19910714AGLO,EB,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19910811ARBL,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19911015RTFA,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19920128SMBT,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19920717LOMN,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19921108GBCC,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19921118GOFT,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19930318ANMS,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19930322ATBA,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19940921BRFL,SC,matlab,1,gm1nu7,gujarati,nana,small,good,small,1
19960222ANGL,EB,gorilla,1,gm1nu7,gujarati,nana,small,good,big,0
19961014GOPA,SC,gorilla,1,gm1nu7,gujarati,nana,small,good,small,1
19640823GUBG,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19661130POST,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19670526ILPN,SC,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19670618TSNL,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19680710MDNC,EB,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19690929DADI,EB,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19720428VLML,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19720829RNGA,EB,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19730317NDGA,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19790108PTCC,EB,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19810605PTCN,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19810729MRBR,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19810809SLCS,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19811112MRLM,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19820723CICS,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19830606MRZN,SC,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19850724IDCV,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19851030GBGL,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19860126GOAR,EB,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19861002MLCP,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19861221LIMZ,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19870129LCMR,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19870513RNGA,EB,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19880218PTFR,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19880701PTCR,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19890126ARPS,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19890321POCC,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19890429RSPO,EB,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19890517AGRG,EB,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19891130ARMR,SC,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19891214ATBS,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19900126MRTV,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19900609ANDL,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19901209MRLC,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19910714AGLO,EB,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19910811ARBL,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19911015RTFA,EB,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19920128SMBT,EB,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19920717LOMN,SC,matlab,1,if1nu1,indonesian,besar,big,good,small,0
19921108GBCC,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19921118GOFT,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19930318ANMS,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19930322ATBA,SC,gorilla,1,if1nu1,indonesian,besar,big,good,big,1
19940921BRFL,SC,matlab,1,if1nu1,indonesian,besar,big,good,big,1
19960222ANGL,EB,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19961014GOPA,SC,gorilla,1,if1nu1,indonesian,besar,big,good,small,0
19640823GUBG,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19661130POST,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19670526ILPN,SC,matlab,1,if1nu10,indonesian,dikit,small,good,big,0
19670618TSNL,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19680710MDNC,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19690929DADI,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19720428VLML,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19720829RNGA,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19730317NDGA,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19790108PTCC,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19810605PTCN,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19810729MRBR,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,big,0
19810809SLCS,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19811112MRLM,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19820723CICS,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,big,0
19830606MRZN,SC,matlab,1,if1nu10,indonesian,dikit,small,good,big,0
19850724IDCV,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19851030GBGL,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19860126GOAR,EB,matlab,1,if1nu10,indonesian,dikit,small,good,big,0
19861002MLCP,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19861221LIMZ,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19870129LCMR,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19870513RNGA,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19880218PTFR,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19880701PTCR,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19890126ARPS,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19890321POCC,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19890429RSPO,EB,matlab,1,if1nu10,indonesian,dikit,small,good,big,0
19890517AGRG,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,big,0
19891130ARMR,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19891214ATBS,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19900126MRTV,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19900609ANDL,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19901209MRLC,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19910714AGLO,EB,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19910811ARBL,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,big,0
19911015RTFA,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19920128SMBT,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,big,0
19920717LOMN,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19921108GBCC,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19921118GOFT,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19930318ANMS,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19930322ATBA,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19940921BRFL,SC,matlab,1,if1nu10,indonesian,dikit,small,good,small,1
19960222ANGL,EB,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19961014GOPA,SC,gorilla,1,if1nu10,indonesian,dikit,small,good,small,1
19640823GUBG,EB,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19661130POST,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19670526ILPN,SC,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19670618TSNL,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19680710MDNC,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19690929DADI,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19720428VLML,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19720829RNGA,EB,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19730317NDGA,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19790108PTCC,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19810605PTCN,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19810729MRBR,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19810809SLCS,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19811112MRLM,EB,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19820723CICS,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19830606MRZN,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19850724IDCV,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19851030GBGL,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19860126GOAR,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19861002MLCP,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19861221LIMZ,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19870129LCMR,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19870513RNGA,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19880218PTFR,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19880701PTCR,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19890126ARPS,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19890321POCC,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19890429RSPO,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19890517AGRG,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19891130ARMR,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19891214ATBS,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19900126MRTV,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19900609ANDL,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19901209MRLC,SC,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19910714AGLO,EB,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19910811ARBL,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19911015RTFA,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19920128SMBT,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19920717LOMN,SC,matlab,1,if1nu12,indonesian,ciut,small,good,big,0
19921108GBCC,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,big,0
19921118GOFT,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19930318ANMS,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19930322ATBA,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19940921BRFL,SC,matlab,1,if1nu12,indonesian,ciut,small,good,small,1
19960222ANGL,EB,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19961014GOPA,SC,gorilla,1,if1nu12,indonesian,ciut,small,good,small,1
19640823GUBG,EB,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19661130POST,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19670526ILPN,SC,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19670618TSNL,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19680710MDNC,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19690929DADI,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19720428VLML,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19720829RNGA,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19730317NDGA,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19790108PTCC,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19810605PTCN,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19810729MRBR,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19810809SLCS,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19811112MRLM,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19820723CICS,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19830606MRZN,SC,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19850724IDCV,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19851030GBGL,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19860126GOAR,EB,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19861002MLCP,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19861221LIMZ,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19870129LCMR,EB,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19870513RNGA,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19880218PTFR,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19880701PTCR,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19890126ARPS,EB,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19890321POCC,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19890429RSPO,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19890517AGRG,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19891130ARMR,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19891214ATBS,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19900126MRTV,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19900609ANDL,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19901209MRLC,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19910714AGLO,EB,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19910811ARBL,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19911015RTFA,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19920128SMBT,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19920717LOMN,SC,matlab,1,if1nu13,indonesian,sempit,small,good,big,0
19921108GBCC,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19921118GOFT,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19930318ANMS,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19930322ATBA,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19940921BRFL,SC,matlab,1,if1nu13,indonesian,sempit,small,good,small,1
19960222ANGL,EB,gorilla,1,if1nu13,indonesian,sempit,small,good,big,0
19961014GOPA,SC,gorilla,1,if1nu13,indonesian,sempit,small,good,small,1
19640823GUBG,EB,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19661130POST,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19670526ILPN,SC,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19670618TSNL,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19680710MDNC,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19690929DADI,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19720428VLML,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19720829RNGA,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19730317NDGA,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19790108PTCC,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19810605PTCN,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19810729MRBR,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19810809SLCS,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19811112MRLM,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19820723CICS,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19830606MRZN,SC,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19850724IDCV,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19851030GBGL,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19860126GOAR,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19861002MLCP,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,big,0
19861221LIMZ,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19870129LCMR,EB,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19870513RNGA,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19880218PTFR,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19880701PTCR,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19890126ARPS,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19890321POCC,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19890429RSPO,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19890517AGRG,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,big,0
19891130ARMR,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19891214ATBS,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19900126MRTV,SC,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19900609ANDL,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19901209MRLC,SC,matlab,1,if1nu14,indonesian,tipis,small,good,big,0
19910714AGLO,EB,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19910811ARBL,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19911015RTFA,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19920128SMBT,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,big,0
19920717LOMN,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19921108GBCC,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,big,0
19921118GOFT,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19930318ANMS,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19930322ATBA,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19940921BRFL,SC,matlab,1,if1nu14,indonesian,tipis,small,good,small,1
19960222ANGL,EB,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19961014GOPA,SC,gorilla,1,if1nu14,indonesian,tipis,small,good,small,1
19640823GUBG,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19661130POST,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19670526ILPN,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,small,0
19670618TSNL,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19680710MDNC,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19690929DADI,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19720428VLML,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19720829RNGA,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19730317NDGA,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19790108PTCC,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19810605PTCN,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19810729MRBR,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19810809SLCS,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19811112MRLM,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19820723CICS,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19830606MRZN,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,small,0
19850724IDCV,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19851030GBGL,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19860126GOAR,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,small,0
19861002MLCP,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19861221LIMZ,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19870129LCMR,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,small,0
19870513RNGA,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19880218PTFR,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19880701PTCR,SC,gorilla,1,if1nu3,indonesian,raksasa,big,good,big,1
19890126ARPS,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19890321POCC,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19890429RSPO,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19890517AGRG,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19891130ARMR,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19891214ATBS,EB,gorilla,1,if1nu3,indonesian,raksasa,big,good,small,0
19900126MRTV,SC,matlab,1,if1nu3,indonesian,raksasa,big,good,big,1
19900609ANDL,EB,matlab,1,if1nu3,indonesian,raksasa,big,good,small,0
